conn_id,tipification_group,tipification_detail,repeat_contact_flag
c02175,Technical Support,Connectivity Issue,0
c02176,Digital Channels,Payment App Issue,0
c02177,General Support,Other,0
c02178,Technical Support,Connectivity Issue,0
c02179,Commercial,Portability Inquiry,0
c02180,Billing,Incorrect Charge,0
c02181,Billing,Incorrect Charge,0
c02182,Claims,Claim Follow-up,1
c02183,Technical Support,Connectivity Issue,0
c02184,Technical Support,Connectivity Issue,0
c02185,General Support,Other,0
c02186,Claims,Claim Follow-up,0
c02187,General Support,Other,0
c02188,Commercial,Plan Change Request,0
c02189,Commercial,Plan Change Request,0
c02190,Technical Support,Connectivity Issue,0
c02191,Billing,Incorrect Charge,1
c02192,Retention,Cancellation Request,0
c02193,Claims,Claim Follow-up,1
c02194,Commercial,Plan Change Request,0
c02195,General Support,Other,0
c02196,Retention,Cancellation Request,0
c02197,Commercial,Plan Change Request,0
c02198,Technical Support,Connectivity Issue,0
c02199,Digital Channels,Payment App Issue,0
c02200,Technical Support,Connectivity Issue,1
c02201,General Support,Other,1
c02202,Claims,Claim Follow-up,0
c02203,Technical Support,Connectivity Issue,0
c02204,Technical Support,Connectivity Issue,1
c02205,Digital Channels,Payment App Issue,0
c02206,Billing,Incorrect Charge,0
c02207,Retention,Cancellation Request,0
c02208,Technical Support,Connectivity Issue,1
c02209,General Support,Other,0
c02210,Commercial,Portability Inquiry,0
c02211,Technical Support,Connectivity Issue,1
c02212,Digital Channels,Payment App Issue,0
c02213,Commercial,Plan Change Request,0
c02214,Technical Support,Connectivity Issue,1
c02215,Technical Support,Connectivity Issue,0
c02216,Technical Support,Connectivity Issue,0
c02217,Billing,Incorrect Charge,0
c02218,Billing,Incorrect Charge,0
c02219,Claims,Claim Follow-up,0
c02220,General Support,Other,0
c02221,Commercial,Portability Inquiry,0
c02222,Digital Channels,Payment App Issue,1
c02223,Billing,Incorrect Charge,0
c02224,Technical Support,Connectivity Issue,1
c02225,Technical Support,Connectivity Issue,0
c02226,Technical Support,Connectivity Issue,0
c02227,Commercial,Plan Change Request,0
c02228,Commercial,Portability Inquiry,0
c02229,Claims,Claim Follow-up,0
c02230,Billing,Incorrect Charge,0
c02231,Digital Channels,Payment App Issue,0
c02232,General Support,Other,0
c02233,Commercial,Portability Inquiry,0
c02234,Billing,Incorrect Charge,0
c02235,Commercial,Plan Change Request,0
c02236,Commercial,Portability Inquiry,0
c02237,Technical Support,Connectivity Issue,0
c02238,Commercial,Plan Change Request,0
c02239,Commercial,Portability Inquiry,1
c02240,Billing,Incorrect Charge,0
c02241,Technical Support,Connectivity Issue,0
c02242,Technical Support,Connectivity Issue,1
c02243,Claims,Claim Follow-up,0
c02244,Retention,Cancellation Request,1
c02245,Retention,Cancellation Request,0
c02246,Claims,Claim Follow-up,0
c02247,Billing,Incorrect Charge,0
c02248,Commercial,Portability Inquiry,0
c02249,Technical Support,Connectivity Issue,0
c02250,Technical Support,Connectivity Issue,0
c02251,Technical Support,Connectivity Issue,0
c02252,Commercial,Plan Change Request,0
c02253,Retention,Cancellation Request,0
c02254,Technical Support,Connectivity Issue,0
c02255,Technical Support,Connectivity Issue,0
c02256,Billing,Incorrect Charge,0
c02257,Technical Support,Connectivity Issue,0
c02258,Retention,Cancellation Request,0
c02259,Technical Support,Connectivity Issue,0
c02260,Commercial,Portability Inquiry,0
c02261,Claims,Claim Follow-up,0
c02262,Commercial,Plan Change Request,1
c02263,Commercial,Portability Inquiry,0
c02264,General Support,Other,0
c02265,Digital Channels,Payment App Issue,0
c02266,Retention,Cancellation Request,0
c02267,Billing,Incorrect Charge,0
c02268,Digital Channels,Payment App Issue,1
c02269,Retention,Cancellation Request,1
c02270,Commercial,Portability Inquiry,0
c02271,Commercial,Plan Change Request,0
c02272,General Support,Other,0
c02273,Billing,Incorrect Charge,0
c02274,Retention,Cancellation Request,0
c02275,Digital Channels,Payment App Issue,0
c02276,Technical Support,Connectivity Issue,1
c02277,Claims,Claim Follow-up,0
c02278,Technical Support,Connectivity Issue,1
c02279,Technical Support,Connectivity Issue,1
c02280,Technical Support,Connectivity Issue,0
c02281,Commercial,Portability Inquiry,0
c02282,Retention,Cancellation Request,0
c02283,Technical Support,Connectivity Issue,1
c02284,Digital Channels,Payment App Issue,0
c02285,Billing,Incorrect Charge,0
c02286,Commercial,Portability Inquiry,0
c02287,Commercial,Portability Inquiry,0
c02288,General Support,Other,0
c02289,Digital Channels,Payment App Issue,0
c02290,Commercial,Plan Change Request,0
c02291,Billing,Incorrect Charge,1
c02292,Billing,Incorrect Charge,1
c02293,Billing,Incorrect Charge,0
c02294,Technical Support,Connectivity Issue,1
c02295,Digital Channels,Payment App Issue,0
c02296,Claims,Claim Follow-up,0
c02297,Retention,Cancellation Request,0
c02298,General Support,Other,0
c02299,Retention,Cancellation Request,0
c02300,Digital Channels,Payment App Issue,1
c02301,Commercial,Plan Change Request,0
c02302,Technical Support,Connectivity Issue,0
c02303,Billing,Incorrect Charge,0
c02304,General Support,Other,0
c02305,Technical Support,Connectivity Issue,0
c02306,Retention,Cancellation Request,0
c02307,Technical Support,Connectivity Issue,0
c02308,General Support,Other,0
c02309,Technical Support,Connectivity Issue,0
c02310,General Support,Other,0
c02311,Claims,Claim Follow-up,1
c02312,Claims,Claim Follow-up,1
c02313,Claims,Claim Follow-up,1
c02314,Technical Support,Connectivity Issue,0
c02315,Technical Support,Connectivity Issue,0
c02316,Commercial,Portability Inquiry,0
c02317,Retention,Cancellation Request,0
c02318,Technical Support,Connectivity Issue,0
c02319,General Support,Other,0
c02320,Technical Support,Connectivity Issue,0
c02321,Technical Support,Connectivity Issue,1
c02322,Billing,Incorrect Charge,1
c02323,Billing,Incorrect Charge,0
c02324,Technical Support,Connectivity Issue,0
c02325,Digital Channels,Payment App Issue,0
c02326,Retention,Cancellation Request,0
c02327,Commercial,Portability Inquiry,0
c02328,Commercial,Plan Change Request,0
c02329,Technical Support,Connectivity Issue,1
c02330,Technical Support,Connectivity Issue,0
c02331,Technical Support,Connectivity Issue,1
c02332,Retention,Cancellation Request,0
c02333,General Support,Other,0
c02334,Commercial,Plan Change Request,0
c02335,Billing,Incorrect Charge,1
c02336,Digital Channels,Payment App Issue,0
c02337,Billing,Incorrect Charge,0
c02338,Technical Support,Connectivity Issue,0
c02339,Retention,Cancellation Request,0
c02340,Commercial,Portability Inquiry,0
c02341,Billing,Incorrect Charge,0
c02342,Claims,Claim Follow-up,0
c02343,General Support,Other,0
c02344,Billing,Incorrect Charge,0
c02345,Commercial,Portability Inquiry,0
c02346,Technical Support,Connectivity Issue,0
c02347,Technical Support,Connectivity Issue,0
c02348,Technical Support,Connectivity Issue,0
c02349,Technical Support,Connectivity Issue,0
c02350,Technical Support,Connectivity Issue,0
c02351,Commercial,Portability Inquiry,0
c02352,Technical Support,Connectivity Issue,1
c02353,Billing,Incorrect Charge,0
c02354,Technical Support,Connectivity Issue,1
c02355,Claims,Claim Follow-up,1
c02356,Retention,Cancellation Request,0
c02357,Technical Support,Connectivity Issue,0
c02358,Digital Channels,Payment App Issue,0
c02359,Commercial,Plan Change Request,0
c02360,Retention,Cancellation Request,0
c02361,Technical Support,Connectivity Issue,1
c02362,Technical Support,Connectivity Issue,0
c02363,Technical Support,Connectivity Issue,0
c02364,Technical Support,Connectivity Issue,1
c02365,Commercial,Portability Inquiry,0
c02366,Claims,Claim Follow-up,1
c02367,Claims,Claim Follow-up,0
c02368,Billing,Incorrect Charge,1
c02369,Billing,Incorrect Charge,0
c02370,Technical Support,Connectivity Issue,1
c02371,Technical Support,Connectivity Issue,1
c02372,Billing,Incorrect Charge,0
c02373,Commercial,Portability Inquiry,0
c02374,Claims,Claim Follow-up,0
c02375,Commercial,Portability Inquiry,0
c02376,Commercial,Portability Inquiry,0
c02377,Billing,Incorrect Charge,1
c02378,General Support,Other,0
c02379,Billing,Incorrect Charge,0
c02380,Retention,Cancellation Request,1
c02381,Billing,Incorrect Charge,0
c02382,Digital Channels,Payment App Issue,0
c02383,Commercial,Portability Inquiry,0
c02384,Technical Support,Connectivity Issue,1
c02385,Digital Channels,Payment App Issue,0
c02386,Commercial,Plan Change Request,0
c02387,Claims,Claim Follow-up,1
c02388,Technical Support,Connectivity Issue,0
c02389,Billing,Incorrect Charge,0
c02390,Technical Support,Connectivity Issue,0
c02391,Technical Support,Connectivity Issue,1
c02392,Commercial,Portability Inquiry,0
c02393,Digital Channels,Payment App Issue,0
c02394,Retention,Cancellation Request,0
c02395,Digital Channels,Payment App Issue,0
c02396,Digital Channels,Payment App Issue,1
c02397,Digital Channels,Payment App Issue,0
c02398,Retention,Cancellation Request,1
c02399,General Support,Other,0
c02400,Commercial,Plan Change Request,1
c02401,Technical Support,Connectivity Issue,1
c02402,Claims,Claim Follow-up,0
c02403,Technical Support,Connectivity Issue,0
c02404,Technical Support,Connectivity Issue,1
c02405,Billing,Incorrect Charge,0
c02406,Retention,Cancellation Request,0
c02407,Digital Channels,Payment App Issue,0
c02408,Commercial,Plan Change Request,0
c02409,Retention,Cancellation Request,0
c02410,Billing,Incorrect Charge,1
c02411,Technical Support,Connectivity Issue,0
c02412,Technical Support,Connectivity Issue,0
c02413,Digital Channels,Payment App Issue,0
c02414,Billing,Incorrect Charge,0
c02415,Billing,Incorrect Charge,1
c02416,Billing,Incorrect Charge,1
c02417,Commercial,Portability Inquiry,1
c02418,Technical Support,Connectivity Issue,1
c02419,Billing,Incorrect Charge,0
c02420,Billing,Incorrect Charge,0
c02421,Retention,Cancellation Request,0
c02422,Commercial,Plan Change Request,0
c02423,Billing,Incorrect Charge,0
c02424,Retention,Cancellation Request,0
c02425,Digital Channels,Payment App Issue,1
c02426,Retention,Cancellation Request,1
c02427,Technical Support,Connectivity Issue,0
c02428,General Support,Other,0
c02429,Technical Support,Connectivity Issue,0
c02430,Billing,Incorrect Charge,0
c02431,Claims,Claim Follow-up,0
c02432,Commercial,Portability Inquiry,0
c02433,Claims,Claim Follow-up,1
c02434,Retention,Cancellation Request,0
c02435,Technical Support,Connectivity Issue,0
c02436,General Support,Other,0
c02437,Claims,Claim Follow-up,1
c02438,Technical Support,Connectivity Issue,1
c02439,Billing,Incorrect Charge,0
c02440,Technical Support,Connectivity Issue,1
c02441,Billing,Incorrect Charge,0
c02442,Technical Support,Connectivity Issue,0
c02443,Claims,Claim Follow-up,0
c02444,Technical Support,Connectivity Issue,0
c02445,Retention,Cancellation Request,1
c02446,Retention,Cancellation Request,0
c02447,Billing,Incorrect Charge,1
c02448,Billing,Incorrect Charge,1
c02449,Digital Channels,Payment App Issue,1
c02450,Retention,Cancellation Request,0
c02451,Claims,Claim Follow-up,1
c02452,Digital Channels,Payment App Issue,0
c02453,Claims,Claim Follow-up,0
c02454,Claims,Claim Follow-up,1
c02455,General Support,Other,1
c02456,Technical Support,Connectivity Issue,0
c02457,Digital Channels,Payment App Issue,0
c02458,Commercial,Portability Inquiry,0
c02459,Digital Channels,Payment App Issue,0
c02460,Billing,Incorrect Charge,1
c02461,Retention,Cancellation Request,0
c02462,Billing,Incorrect Charge,0
c02463,Billing,Incorrect Charge,0
c02464,Commercial,Plan Change Request,0
c02465,Billing,Incorrect Charge,0
c02466,Digital Channels,Payment App Issue,0
c02467,Commercial,Plan Change Request,0
c02468,Commercial,Plan Change Request,0
c02469,Billing,Incorrect Charge,0
c02470,Technical Support,Connectivity Issue,0
c02471,General Support,Other,0
c02472,Technical Support,Connectivity Issue,0
c02473,Digital Channels,Payment App Issue,0
c02474,Retention,Cancellation Request,0
c02475,Commercial,Portability Inquiry,0
c02476,Claims,Claim Follow-up,0
c02477,Technical Support,Connectivity Issue,1
c02478,Commercial,Plan Change Request,0
c02479,Retention,Cancellation Request,0
c02480,Technical Support,Connectivity Issue,0
c02481,Retention,Cancellation Request,0
c02482,Billing,Incorrect Charge,1
c02483,Claims,Claim Follow-up,1
c02484,Commercial,Portability Inquiry,0
c02485,Billing,Incorrect Charge,0
c02486,Technical Support,Connectivity Issue,1
c02487,Claims,Claim Follow-up,0
c02488,Retention,Cancellation Request,0
c02489,Billing,Incorrect Charge,1
c02490,Billing,Incorrect Charge,1
c02491,Retention,Cancellation Request,0
c02492,Billing,Incorrect Charge,0
c02493,Billing,Incorrect Charge,0
c02494,Commercial,Plan Change Request,0
c02495,Technical Support,Connectivity Issue,0
c02496,Commercial,Portability Inquiry,0
c02497,Commercial,Plan Change Request,0
c02498,Billing,Incorrect Charge,1
c02499,Technical Support,Connectivity Issue,1
c02500,Commercial,Plan Change Request,1
c02501,Technical Support,Connectivity Issue,0
c02502,Technical Support,Connectivity Issue,0
c02503,Digital Channels,Payment App Issue,0
c02504,Retention,Cancellation Request,0
c02505,Technical Support,Connectivity Issue,0
c02506,Billing,Incorrect Charge,1
c02507,General Support,Other,0
c02508,Technical Support,Connectivity Issue,0
c02509,Commercial,Portability Inquiry,0
c02510,Claims,Claim Follow-up,0
c02511,Technical Support,Connectivity Issue,0
c02512,Technical Support,Connectivity Issue,0
c02513,Technical Support,Connectivity Issue,0
c02514,Technical Support,Connectivity Issue,1
c02515,Billing,Incorrect Charge,0
c02516,Billing,Incorrect Charge,1
c02517,Billing,Incorrect Charge,0
c02518,Billing,Incorrect Charge,0
c02519,Commercial,Portability Inquiry,1
c02520,Billing,Incorrect Charge,0
c02521,Technical Support,Connectivity Issue,1
c02522,Claims,Claim Follow-up,0
c02523,Technical Support,Connectivity Issue,0
c02524,Retention,Cancellation Request,1
c02525,Billing,Incorrect Charge,0
c02526,Claims,Claim Follow-up,0
c02527,General Support,Other,1
c02528,General Support,Other,0
c02529,Digital Channels,Payment App Issue,1
c02530,Technical Support,Connectivity Issue,0
c02531,Technical Support,Connectivity Issue,0
c02532,Billing,Incorrect Charge,0
c02533,Billing,Incorrect Charge,0
c02534,Retention,Cancellation Request,0
c02535,Billing,Incorrect Charge,1
c02536,Billing,Incorrect Charge,0
c02537,Retention,Cancellation Request,0
c02538,Digital Channels,Payment App Issue,0
c02539,Retention,Cancellation Request,0
c02540,Technical Support,Connectivity Issue,0
c02541,Technical Support,Connectivity Issue,0
c02542,Retention,Cancellation Request,0
c02543,Technical Support,Connectivity Issue,0
c02544,Digital Channels,Payment App Issue,1
c02545,Commercial,Portability Inquiry,1
c02546,Billing,Incorrect Charge,0
c02547,Billing,Incorrect Charge,0
c02548,Commercial,Portability Inquiry,0
c02549,Technical Support,Connectivity Issue,1
c02550,Claims,Claim Follow-up,1
c02551,Billing,Incorrect Charge,1
c02552,General Support,Other,1
c02553,Commercial,Portability Inquiry,0
c02554,Billing,Incorrect Charge,1
c02555,Technical Support,Connectivity Issue,0
c02556,Claims,Claim Follow-up,0
c02557,Billing,Incorrect Charge,0
c02558,Commercial,Plan Change Request,0
c02559,Retention,Cancellation Request,0
c02560,Billing,Incorrect Charge,0
c02561,Retention,Cancellation Request,1
c02562,Billing,Incorrect Charge,0
c02563,Claims,Claim Follow-up,0
c02564,Digital Channels,Payment App Issue,0
c02565,Technical Support,Connectivity Issue,0
c02566,Technical Support,Connectivity Issue,0
c02567,Digital Channels,Payment App Issue,0
c02568,Digital Channels,Payment App Issue,0
c02569,Billing,Incorrect Charge,1
c02570,Digital Channels,Payment App Issue,1
c02571,Billing,Incorrect Charge,0
c02572,Billing,Incorrect Charge,0
c02573,Billing,Incorrect Charge,1
c02574,Billing,Incorrect Charge,0
c02575,Commercial,Plan Change Request,0
c02576,Technical Support,Connectivity Issue,0
c02577,Digital Channels,Payment App Issue,0
c02578,Billing,Incorrect Charge,0
c02579,Technical Support,Connectivity Issue,0
c02580,General Support,Other,0
c02581,Billing,Incorrect Charge,0
c02582,Technical Support,Connectivity Issue,0
c02583,Billing,Incorrect Charge,0
c02584,General Support,Other,0
c02585,Billing,Incorrect Charge,0
c02586,Digital Channels,Payment App Issue,0
c02587,Billing,Incorrect Charge,0
c02588,General Support,Other,0
c02589,General Support,Other,1
c02590,Billing,Incorrect Charge,0
c02591,Retention,Cancellation Request,0
c02592,Billing,Incorrect Charge,1
c02593,Digital Channels,Payment App Issue,1
c02594,Commercial,Plan Change Request,0
c02595,Retention,Cancellation Request,1
c02596,Technical Support,Connectivity Issue,1
c02597,Digital Channels,Payment App Issue,1
c02598,Billing,Incorrect Charge,0
c02599,Billing,Incorrect Charge,0
c02600,Technical Support,Connectivity Issue,0
c02601,Commercial,Plan Change Request,0
c02602,Commercial,Plan Change Request,0
c02603,Retention,Cancellation Request,0
c02604,Retention,Cancellation Request,0
c02605,Commercial,Portability Inquiry,0
c02606,Billing,Incorrect Charge,0
c02607,Retention,Cancellation Request,0
c02608,Billing,Incorrect Charge,1
c02609,Billing,Incorrect Charge,0
c02610,Technical Support,Connectivity Issue,0
c02611,Billing,Incorrect Charge,0
c02612,Digital Channels,Payment App Issue,0
c02613,Commercial,Portability Inquiry,0
c02614,Retention,Cancellation Request,0
c02615,Billing,Incorrect Charge,0
c02616,Technical Support,Connectivity Issue,0
c02617,Billing,Incorrect Charge,1
c02618,Technical Support,Connectivity Issue,0
c02619,Commercial,Portability Inquiry,0
c02620,Billing,Incorrect Charge,0
c02621,Billing,Incorrect Charge,0
c02622,Claims,Claim Follow-up,0
c02623,Billing,Incorrect Charge,0
c02624,Retention,Cancellation Request,0
c02625,Commercial,Portability Inquiry,0
c02626,General Support,Other,0
c02627,Billing,Incorrect Charge,1
c02628,Billing,Incorrect Charge,0
c02629,Technical Support,Connectivity Issue,0
c02630,Commercial,Portability Inquiry,0
c02631,Billing,Incorrect Charge,0
c02632,Commercial,Plan Change Request,0
c02633,Claims,Claim Follow-up,0
c02634,Technical Support,Connectivity Issue,0
c02635,Billing,Incorrect Charge,1
c02636,Retention,Cancellation Request,0
c02637,Billing,Incorrect Charge,1
c02638,Digital Channels,Payment App Issue,0
c02639,Commercial,Portability Inquiry,0
c02640,Technical Support,Connectivity Issue,0
c02641,Billing,Incorrect Charge,0
c02642,Technical Support,Connectivity Issue,1
c02643,Commercial,Plan Change Request,0
c02644,Commercial,Plan Change Request,0
c02645,Commercial,Plan Change Request,0
c02646,Billing,Incorrect Charge,0
c02647,Commercial,Portability Inquiry,0
c02648,Commercial,Plan Change Request,0
c02649,Commercial,Portability Inquiry,0
c02650,Billing,Incorrect Charge,1
c02651,Digital Channels,Payment App Issue,0
c02652,Claims,Claim Follow-up,0
c02653,Technical Support,Connectivity Issue,0
c02654,Digital Channels,Payment App Issue,0
c02655,Technical Support,Connectivity Issue,0
c02656,Digital Channels,Payment App Issue,0
c02657,Technical Support,Connectivity Issue,0
c02658,Commercial,Portability Inquiry,0
c02659,Commercial,Plan Change Request,1
c02660,Technical Support,Connectivity Issue,0
c02661,Commercial,Plan Change Request,0
c02662,Billing,Incorrect Charge,0
c02663,Digital Channels,Payment App Issue,1
c02664,Technical Support,Connectivity Issue,1
c02665,Digital Channels,Payment App Issue,1
c02666,Billing,Incorrect Charge,0
c02667,Retention,Cancellation Request,0
c02668,Claims,Claim Follow-up,0
c02669,Technical Support,Connectivity Issue,0
c02670,Claims,Claim Follow-up,0
c02671,Billing,Incorrect Charge,0
c02672,Digital Channels,Payment App Issue,0
c02673,Digital Channels,Payment App Issue,0
c02674,Commercial,Plan Change Request,0
c02675,Commercial,Portability Inquiry,0
c02676,Digital Channels,Payment App Issue,0
c02677,Retention,Cancellation Request,0
c02678,General Support,Other,0
c02679,Technical Support,Connectivity Issue,1
c02680,Commercial,Portability Inquiry,0
c02681,Billing,Incorrect Charge,0
c02682,Technical Support,Connectivity Issue,0
c02683,Retention,Cancellation Request,0
c02684,Claims,Claim Follow-up,0
c02685,Billing,Incorrect Charge,1
c02686,Technical Support,Connectivity Issue,0
c02687,Technical Support,Connectivity Issue,0
c02688,General Support,Other,0
c02689,Commercial,Plan Change Request,0
c02690,Commercial,Portability Inquiry,0
c02691,Billing,Incorrect Charge,0
c02692,General Support,Other,0
c02693,Technical Support,Connectivity Issue,1
c02694,Billing,Incorrect Charge,1
c02695,Commercial,Plan Change Request,0
c02696,Technical Support,Connectivity Issue,1
c02697,Technical Support,Connectivity Issue,0
c02698,Retention,Cancellation Request,1
c02699,Digital Channels,Payment App Issue,1
c02700,Billing,Incorrect Charge,1
c02701,Technical Support,Connectivity Issue,0
c02702,Retention,Cancellation Request,0
c02703,Technical Support,Connectivity Issue,1
c02704,Billing,Incorrect Charge,1
c02705,Technical Support,Connectivity Issue,1
c02706,Retention,Cancellation Request,0
c02707,Technical Support,Connectivity Issue,1
c02708,Technical Support,Connectivity Issue,1
c02709,Technical Support,Connectivity Issue,0
c02710,Commercial,Portability Inquiry,0
c02711,Retention,Cancellation Request,0
c02712,Technical Support,Connectivity Issue,0
c02713,Technical Support,Connectivity Issue,0
c02714,General Support,Other,0
c02715,Technical Support,Connectivity Issue,0
c02716,General Support,Other,0
c02717,Billing,Incorrect Charge,0
c02718,Commercial,Portability Inquiry,0
c02719,Retention,Cancellation Request,0
c02720,Billing,Incorrect Charge,1
c02721,Technical Support,Connectivity Issue,0
c02722,Technical Support,Connectivity Issue,1
c02723,Billing,Incorrect Charge,0
c02724,Technical Support,Connectivity Issue,0
c02725,Technical Support,Connectivity Issue,0
c02726,Digital Channels,Payment App Issue,0
c02727,General Support,Other,1
c02728,Digital Channels,Payment App Issue,0
c02729,General Support,Other,0
c02730,Claims,Claim Follow-up,1
c02731,Commercial,Plan Change Request,0
c02732,Technical Support,Connectivity Issue,1
c02733,Billing,Incorrect Charge,0
c02734,Commercial,Portability Inquiry,0
c02735,Billing,Incorrect Charge,1
c02736,Commercial,Plan Change Request,0
c02737,Technical Support,Connectivity Issue,0
c02738,Technical Support,Connectivity Issue,1
c02739,Technical Support,Connectivity Issue,0
c02740,Technical Support,Connectivity Issue,1
c02741,Billing,Incorrect Charge,0
c02742,Commercial,Plan Change Request,0
c02743,Billing,Incorrect Charge,0
c02744,Technical Support,Connectivity Issue,0
c02745,Digital Channels,Payment App Issue,0
c02746,Retention,Cancellation Request,0
c02747,Retention,Cancellation Request,0
c02748,Retention,Cancellation Request,0
c02749,General Support,Other,0
c02750,Digital Channels,Payment App Issue,0
c02751,Claims,Claim Follow-up,0
c02752,Technical Support,Connectivity Issue,1
c02753,Technical Support,Connectivity Issue,0
c02754,Commercial,Portability Inquiry,1
c02755,Technical Support,Connectivity Issue,0
c02756,Commercial,Plan Change Request,0
c02757,Technical Support,Connectivity Issue,1
c02758,Commercial,Portability Inquiry,0
c02759,Commercial,Plan Change Request,0
c02760,Claims,Claim Follow-up,0
c02761,Billing,Incorrect Charge,0
c02762,Commercial,Plan Change Request,1
c02763,Billing,Incorrect Charge,0
c02764,Retention,Cancellation Request,0
c02765,Billing,Incorrect Charge,0
c02766,Claims,Claim Follow-up,0
c02767,Technical Support,Connectivity Issue,1
c02768,Billing,Incorrect Charge,0
c02769,Technical Support,Connectivity Issue,0
c02770,Retention,Cancellation Request,0
c02771,Technical Support,Connectivity Issue,0
c02772,Technical Support,Connectivity Issue,1
c02773,Technical Support,Connectivity Issue,0
c02774,Commercial,Portability Inquiry,0
c02775,Technical Support,Connectivity Issue,1
c02776,Technical Support,Connectivity Issue,0
c02777,Commercial,Plan Change Request,0
c02778,Digital Channels,Payment App Issue,0
c02779,Commercial,Portability Inquiry,0
c02780,Billing,Incorrect Charge,0
c02781,Commercial,Plan Change Request,0
c02782,Technical Support,Connectivity Issue,1
c02783,Billing,Incorrect Charge,0
c02784,General Support,Other,0
c02785,Retention,Cancellation Request,0
c02786,Billing,Incorrect Charge,0
c02787,Technical Support,Connectivity Issue,1
c02788,Billing,Incorrect Charge,0
c02789,Technical Support,Connectivity Issue,1
c02790,Technical Support,Connectivity Issue,1
c02791,Technical Support,Connectivity Issue,1
c02792,General Support,Other,0
c02793,Billing,Incorrect Charge,0
c02794,Digital Channels,Payment App Issue,1
c02795,Retention,Cancellation Request,0
c02796,Billing,Incorrect Charge,1
c02797,Claims,Claim Follow-up,1
c02798,Retention,Cancellation Request,1
c02799,Claims,Claim Follow-up,0
c02800,Retention,Cancellation Request,0
c02801,Digital Channels,Payment App Issue,0
c02802,Claims,Claim Follow-up,1
c02803,Claims,Claim Follow-up,0
c02804,General Support,Other,0
c02805,Billing,Incorrect Charge,0
c02806,Technical Support,Connectivity Issue,0
c02807,Billing,Incorrect Charge,0
c02808,Claims,Claim Follow-up,0
c02809,Digital Channels,Payment App Issue,0
c02810,Commercial,Plan Change Request,0
c02811,Billing,Incorrect Charge,0
c02812,Claims,Claim Follow-up,0
c02813,Commercial,Portability Inquiry,0
c02814,Billing,Incorrect Charge,0
c02815,Billing,Incorrect Charge,0
c02816,Commercial,Plan Change Request,0
c02817,Technical Support,Connectivity Issue,0
c02818,General Support,Other,0
c02819,Billing,Incorrect Charge,0
c02820,Billing,Incorrect Charge,0
c02821,Technical Support,Connectivity Issue,1
c02822,Technical Support,Connectivity Issue,0
c02823,Retention,Cancellation Request,0
c02824,Claims,Claim Follow-up,1
c02825,Technical Support,Connectivity Issue,0
c02826,General Support,Other,0
c02827,Technical Support,Connectivity Issue,0
c02828,Billing,Incorrect Charge,0
c02829,Commercial,Plan Change Request,0
c02830,Commercial,Plan Change Request,0
c02831,Digital Channels,Payment App Issue,0
c02832,Technical Support,Connectivity Issue,0
c02833,Billing,Incorrect Charge,0
c02834,Commercial,Portability Inquiry,0
c02835,Commercial,Plan Change Request,0
c02836,Technical Support,Connectivity Issue,0
c02837,General Support,Other,0
c02838,Retention,Cancellation Request,1
c02839,Technical Support,Connectivity Issue,0
c02840,Commercial,Portability Inquiry,0
c02841,Commercial,Plan Change Request,0
c02842,Commercial,Plan Change Request,0
c02843,Digital Channels,Payment App Issue,1
c02844,Claims,Claim Follow-up,0
c02845,General Support,Other,0
c02846,Technical Support,Connectivity Issue,0
c02847,Billing,Incorrect Charge,0
c02848,Digital Channels,Payment App Issue,1
c02849,General Support,Other,0
c02850,Billing,Incorrect Charge,0
c02851,Commercial,Plan Change Request,0
c02852,Technical Support,Connectivity Issue,1
c02853,Billing,Incorrect Charge,0
c02854,Commercial,Portability Inquiry,0
c02855,Billing,Incorrect Charge,1
c02856,General Support,Other,0
c02857,Retention,Cancellation Request,0
c02858,General Support,Other,0
c02859,Digital Channels,Payment App Issue,0
c02860,General Support,Other,0
c02861,Commercial,Plan Change Request,0
c02862,Billing,Incorrect Charge,0
c02863,Technical Support,Connectivity Issue,0
c02864,Technical Support,Connectivity Issue,1
c02865,Technical Support,Connectivity Issue,1
c02866,Billing,Incorrect Charge,1
c02867,Commercial,Plan Change Request,0
c02868,Technical Support,Connectivity Issue,1
c02869,Retention,Cancellation Request,0
c02870,Claims,Claim Follow-up,0
c02871,General Support,Other,1
c02872,Billing,Incorrect Charge,0
c02873,Digital Channels,Payment App Issue,0
c02874,Technical Support,Connectivity Issue,0
c02875,Commercial,Plan Change Request,0
c02876,Technical Support,Connectivity Issue,0
c02877,Retention,Cancellation Request,0
c02878,Billing,Incorrect Charge,0
c02879,Retention,Cancellation Request,0
c02880,Technical Support,Connectivity Issue,0
c02881,Technical Support,Connectivity Issue,0
c02882,Technical Support,Connectivity Issue,0
c02883,Billing,Incorrect Charge,0
c02884,General Support,Other,0
c02885,Retention,Cancellation Request,0
c02886,Technical Support,Connectivity Issue,0
c02887,Billing,Incorrect Charge,0
c02888,Billing,Incorrect Charge,1
c02889,Digital Channels,Payment App Issue,0
c02890,Digital Channels,Payment App Issue,1
c02891,Technical Support,Connectivity Issue,1
c02892,Technical Support,Connectivity Issue,0
c02893,Commercial,Plan Change Request,0
c02894,Commercial,Portability Inquiry,0
c02895,Commercial,Portability Inquiry,1
c02896,Technical Support,Connectivity Issue,1
c02897,Commercial,Plan Change Request,0
c02898,Retention,Cancellation Request,0
c02899,Technical Support,Connectivity Issue,0
c02900,Commercial,Plan Change Request,0
